,Date,Time,Location,Operator,FlightNr,Route,AC Type,Registration,SerialNr,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary,CrashLong,CrashLat,StartEnd,latStart,longStart,latEnd,longEnd
2604,1972-10-21,21:30:00,"Off Athens, Greece",Olympic Airways,,Kerkira - Athens,NAMC YS-11A-202,SX-BBQ,2155,53,49,4,37,36.0,1.0,0,Crashed into the sea just short of the runway while on approach in poor visibility. Controlled flight into water.,23.7375111,37.9681242,Kerkira-Athens,39.6242621,19.9216777,37.9838096,23.7275388
2605,1972-10-23,,"Tanna, Vanuatu",Air Melanesie,,Lenakel - Port Vila,Britten-Norman BN-2A-6 Islander,F-OCRH,221,8,7,1,1,1.0,0.0,0,"After takeoff from Lenakel Airport, en route to Port Vila, the pilot wanted to show cattle to a passenger and decided to reduce his altitude when the twin engine airplane struck trees. Pilot error.",169.3578201,-19.5154862,Lenakel-Port Vila,-19.5308531,169.2704854,-17.7332512,168.3273245
2606,1972-10-27,19:18:00,"Near Noiretable, Loire, France",Air Inter,696,Lyon - Clermont,Vickers Viscount 724,F-BMCH,50,68,63,5,60,55.0,5.0,0,Crashed while landing in severe turbulence. Faulty indication by radio compass.,3.76642,45.81676400000001,Lyon-Clermont,45.764043,4.835659,28.5494447,-81.77285429999999
2607,1972-10-30,20:40:00,"Poggiorsini, Italy",Aero Transporti Italiani,,Napoli - Bari,Fokker F-27 Friendship 200,I-ATIR,10301,27,24,3,27,24.0,3.0,0,Plummeted to the ground and burst into flames near a farmhouse after losing control with the tower. Visual approach in descent below minima.,16.2541178,40.9147087,Napoli-Bari,,,41.1171432,16.8718715
2608,1972-10-31,18:00:00,"Near My Tho, South Vietnam",Military - U.S. Army,, ,Boeing Vertol CH-47 (helicopter),,0,22,0,0,22,0.0,0.0,0,Shot down by enemy fire over the Mekong Delta region.,106.3438891,10.3765284, ,,,,
2609,1972-11-04,20:02:00,"Near Plovdiv, Bulgaria",Balkan Bulgarian Airlines,,Burgas - Sofia,Ilyushin IL-14P,LZ-ILA,146001046,35,31,4,35,31.0,4.0,0,"The crew elected to divert to Plovdiv due to fog. While on approach, the aircraft flew into a mountain. ATC error.",24.7452904,42.1354079,Burgas-Sofia,42.50479259999999,27.4626361,42.6977082,23.3218675
2610,1972-11-17,23:20:00,"Elkton, Kentucky",Metro Air Systems,,"Hopkinsville, KY - Lexington, KY",Beech G18S,N2700S,BA-567,11,10,1,11,10.0,1.0,0,"Improperly loaded aircraft, weight and center of gravity.",-87.1541675,36.8100425,"Hopkinsville, KY-Lexington, KY",36.8656008,-87.4886186,38.0405837,-84.5037164
2611,1972-11-28,19:51:00,"Near Moscow, Russia",Japan Air Lines,446,Moscow - Tokyo,McDonnell Douglas DC-8-62,JA8040,46057/474,76,61,15,62,53.0,9.0,0,"The aircraft lost altitude while taking off and crashed. The copilot responded to the captain's ""gear-up"" command by reaching forward and pulling back on the ground spoiler handle, rather than lifting the gear handle which was immediately ahead of the spoiler control. Late night partying by the crew was suspected the night before.",37.6173,55.755826,Moscow-Tokyo,55.755826,37.6173,35.6761919,139.6503106
2612,1972-12-03,07:33:00,"Tenerife,  Canary Islands",Spantax,,Tenerife - Munchen,Convair CV-990-30A-5 Coronado,EC-BZR,2025-10-30 00:00:00,155,148,7,155,148.0,7.0,0,Reached a height of 300 feet  when the plane suddenly plunged to earth and crashed. Loss of control precipitated by abnormal maneuvers made by the pilot in command in zero visibility. Crew's loss of situational awareness. Spatial disorientation immediately after takeoff in an almost zero visibility configuration.,-16.6291304,28.2915637,Tenerife-Munchen,28.2915637,-16.6291304,48.1351253,11.5819806
2613,1972-12-08,12:15:00,"Near Rawalpindi, Pakistan",Pakistan International Airlines,631,Gilgit - Rawalpindi,Fokker F-27 Friendship 400,AP-AUS,10314,26,22,4,26,22.0,4.0,0,Crashed into hilly area in poor weather conditions. Controlled flight into terrain.,73.0169135,33.5651107,Gilgit-Rawalpindi,35.881911,74.4642861,33.5651107,73.0169135
2614,1972-12-08,14:28:00,"Midway Airport, Chicago, Illinois",United Air Lines,553,Washington - Chicago,Boeing B-737-222,N9031U,19069/75,61,55,6,43,40.0,3.0,2,"The aircraft crashed while making a nonprecision instrument approach to Runway 31L. The accident occurred in a residential area approximately 1.5 miles southeast of the approach end of Runway 31L. Upon reaching mimimum descent altitude, the pilot raised the nose of the aircraft to stop the descent. The stall warning horn sounded and continued to sound until the plane crashed 17 seconds later. The aircraft was destroyed by impact and subsequent fire. The captain's failure to exercise positive flight management during the execution of a non-precision approach, which culminated in a critical deterioration of airspeed resulting in a stall from which level flight could no longer be maintained. U.S. Representative from Illinois George Collins killed. Wife of  Watergates E. Howard Hunt, Dorothy Hunt, also killed.",-87.7521884,41.78677589999999,Washington-Chicago,47.7510741,-120.7401386,41.8781136,-87.6297982
2615,1972-12-20,18:00:00,"Chicago, Illinois",Delta Air Lines/ North Central Airlines,954/575,Tampa - Chicago / Chicago - Madison,Convair CV-880 / McDonnell DC-9-31,N8897E/N954N,22-00-29 / 47159/231,133,122,11,10,10.0,0.0,0,"The Delta Convair, taxing across Runway 27L, after landing in heavy fog, was hit by the North Central DC-9 as it took off, shearing off its tail. The DC-9 came crashing back down on the runway and caught fire. Ten people out of 45 aboard the DC-9 were killed. None of the 88 aboard the Convair were killed. The ATC gave ambiguous instructions to the Delta crew, did not use all available information to determine the location of the CV-880 and the CV-880 crew did not request clarification of the controller's instructions.",-87.6297982,41.8781136,Tampa-Madison,27.950575,-82.4571776,43.0721661,-89.4007501
2616,1972-12-21,,"Off St. Maarten off, Netherlands Antilles",Air Guadeloupe,,Guadeloupe - St. Maarten,de Havilland Canada DHC-6 Twin Otter 300,F-OGFE,258,13,11,2,13,11.0,2.0,0,Crashed on approach into the sea at night.,-63.05483,18.04248,Guadeloupe-St. Maarten,16.265,-61.55099999999999,18.04248,-63.05483
2617,1972-12-23,16:34:00,"Skaugum, Norway",Braathens,,Alesund - Oslo,Fokker F-28 Fellowship 1000,LN-SUY,11011,45,42,3,40,37.0,3.0,0,"Hit high ground while on approach to Fornebu Airport in Oslo. The aircraft descended well below the MDA and was off course by 2,5Â° at the time of the accident.Pilot error.",10.7205475,59.91431319999999,Alesund-Oslo,62.47222840000001,6.149482,59.9138688,10.7522454
2618,1972-12-29,23:42:00,"Everglades National Park, Florida",Eastern Air Lines,401,New York City - Miami,Lockheed L-1011 TriStar 1,N310EA,1011,176,163,13,103,97.0,6.0,0,"The crew was preoccupied with a landing gear problem and was trying to replace the landing gear light while on autopilot and in a holding pattern. As the captain got up to help, he inadvertently pushed on the yoke releasing the autopilot. With no ground reference and  under nighttime conditions, the aircraft gradually descended until it crashed into Everglades, 18.7 miles west-northwest of Miami . The failure of the crew to monitor the flight instruments during the final 4 minutes of flight, and to detect a descent soon enough to prevent impact with the ground. After spare parts from the L-1011 were used on other planes, apparitions of the captain, Robert Loft and flight engineer, Don Repo began to be reported by Eastern employees. The book ""The Ghost of Flight 401""and movies ""The Ghost of Flight 401"" and ""Crash"" are based on this accident. Three passengers and one crew member died in weeks following the accident making the total 103.",-80.89865089999999,25.2866155,New York City-Miami,40.7127753,-74.0059728,25.7616798,-80.1917902
2619,1972-12-31,19:23:00,"San Juan, Puerto Rico",American Express Leasing,,"San Juan, PR - Managua, Nicaragua",Douglas DC-7CF,N500AE,45130/823,5,2,3,5,2.0,3.0,0,"The flight crashed moments after taking off after losing the No. 2 engine and losing power in the No. 3 engine.  Overloaded by 4,193 lbs.  Inadequate maintenance, inspection and previous damage to the engine during a taxing accident led to the engine failures. Baseball player Roberto Clemente, 38, killed. Clemente was on a relief mission to deliver supplies for earthquake victims in Nicaragua.",-66.1184593,18.4670588,"San Juan, PR-Managua, Nicaragua",18.4670588,-66.1184593,12.1149926,-86.2361744
2620,1973-01-02,08:34:00,"Edmonton, Alberta, Canada",Pacific Western Airlines,,Toronto - Edmonton,Boeing 707-321C,CF-PWZ,18826/389,5,0,5,5,0.0,5.0,0,"Landing in poor visibility, turbulence and snow, the cargo plane came in for a landing at a high sink rate. The captain took over the controls to try to arrest the sink rate but the plane crashed into trees, a powerline and finally into a ridge short of the runway. The plane broke in two and was destroyed by fire.",-113.4937266,53.5460983,Toronto-Edmonton,43.653226,-79.3831843,53.5460983,-113.4937266
2621,1973-01-19,14:31:00,"Near Glasgow, Scotland",British European Airways,,Test flight,Vickers 802 Viscount,G-AOHI,158,4,2,2,4,2.0,2.0,0,Crashed into Ben More mountain. The pilot did not maintain a safe altitude and gave insufficient attention to navigation when flying VFR into an area of snow covered high ground in marginal weather conditions.,-4.251806,55.864237, ,,,,
2622,1973-01-21,23:56:00,"Perm, Russia",Aeroflot,,Kazan - Perm,Antonov An-24B,CCCP-46276,77303609,39,34,5,39,34.0,5.0,0,"The plane went into a spiral dive. As the crew tried to pull the plane out, it broke up due to excesss g loads. Four survived the crash as the plane landed in a blanket of snow but succumbed to the cold before they could be rescued. Cause unknown.",56.22696740000001,58.00916830000001,Kazan-Perm,55.7878944,49.12332929999999,58.00916830000001,56.22696740000001
2623,1973-01-22,09:30:00,"Kano, Nigeria",Alia Royal Jordanian Airlines,,Jeddah - Lagos,Boeing B-707-3D3C,JY-ADO,20494/850,202,193,9,176,170.0,6.0,0,The landing gear collapsed after hitting a depression in the runway while landing. The aircraft ran off the side of the runway and caught fire. Wake turbulence during the landing.,8.591956099999999,12.0021794,Jeddah-Lagos,21.485811,39.19250479999999,6.5243793,3.3792057
2624,1973-01-27,,"Near Tegucigalpa, Honduras",TAN,,Miami - Tegucigalpa,Douglas DC-6A,HR-TNO,45476/977,3,0,3,3,0.0,3.0,0,The cargo plane crashed and burned ten miles from the destination airport.,-87.1715002,14.065049,Miami-Tegucigalpa,25.7616798,-80.1917902,14.065049,-87.1715002
2625,1973-01-29,,"Near Kyrenia, Cyprus",Egyptair,741,Cairo - Nicosia,Ilyushin IL-18D,SU-AOY,188011101,37,30,7,37,30.0,7.0,0,Crashed into the Kyrenia Mountains while on approach. Controlled flight into terrain.,33.2363246,35.299194,Cairo-Nicosia,30.0444196,31.2357116,35.1855659,33.38227639999999
2626,1973-02-19,10:06:00,"Prague, Czechoslovakia",Aeroflot,,Moscow - Praha,Tupolev TU-154,CCCP-85023,23,100,87,13,66,62.0,4.0,0,The plane struck the ground short of the runway while landing. Possible windshear or jammed tailplane. Official cause unknown,14.4378005,50.0755381,Moscow-Praha,55.755826,37.6173,50.0755381,14.4378005
2627,1973-02-19,09:15:00,"Morgan City, Louisiana",Petrolium Helo Inc.,,"Oil platform - Morgan City, LA",Bell 206B,N14831,0,5,4,1,5,4.0,1.0,0,"Crashed after the failure of the main rotor.  Pylon support link failed due to fatigue, causing complete failure of the main rotor.",-91.20676999999999,29.6993748,"Oil platform-Morgan City, LA",,,29.6993748,-91.20676999999999
2628,1973-02-21,,"Cerro Horqueta, Panama",Aerovias Urraca,,David - Changuinola,Douglas DC-3,HP-560,19242,28,25,3,22,19.0,3.0,0,Flew into Cerro Horqueta Mountain. Controlled flight into terrain.,-82.4613377,8.851568499999999,David-Changuinola,,,9.448870399999999,-82.485187
2629,1973-02-21,14:10:00,"Near Isma'iliya, Egypt",Libya Arab Airlines,114,Tripoli - Cairo,Boeing B-727-224,5A-DAH,20244/650,113,104,9,108,100.0,8.0,0,"While en route from Tripoli to Cairo, the aircraft drifted over Israeli territory due to strong tailwinds and was shot down by Israeli Phantom fighters. After being hit, a fire broke out and the crew attempted to make an emergency landing in the desert but crashed and burst into flames. Cairo approach control radar and beacon not functioning.",32.2714587,30.5964923,Tripoli-Cairo,32.8872094,13.1913383,30.0444196,31.2357116
2630,1973-02-28,18:59:00,"Semipalatinsk, Kazakhstan",Aeroflot,256,Semipalatinsk - Karaganda,Yakovlev YAK-40,CCCP-87602,9120118,32,29,3,32,29.0,3.0,0,Crashed back on the the runway and broke apart. Official cause could not be determined.,80.250811,50.4233463,Semipalatinsk-Karaganda,,,49.8046835,73.1093826
2631,1973-02-28,,"Near Nabire, Indonesia",Merpati Nusantara Airlines,, ,de Havilland Canada DHC-6 Twin Otter 100,PK-NUC,70,13,10,3,13,10.0,3.0,0,Crashed while en route 45 km east of Nabire.,135.5016253,-3.3722254, ,,,,
2632,1973-03-03,12:45:00,"Moscow, USSR",Balkan Bulgarian Airlines,307,Sofia - Moscow,Ilyushin IL-18V,LZ-BEM,182005602,25,17,8,25,17.0,8.0,0,"Crashed, broke up and burst in flames while on second approach after descending below glide slope. Icing of tailplane.",37.6173,55.755826,Sofia-Moscow,42.6977082,23.3218675,55.755826,37.6173
2633,1973-03-05,13:50:00,"Near Nantes, France",Lineas Aereas de Espana/Spantax SA Transportes,504/400,Palma de Mallorca - London,MD Douglas DC-9-32/Convair CV-990A,EC-BII/EC-BJC,47077/148 /30-10-22,182,166,16,68,61.0,7.0,0,"Midair collision. Both planes were headed to London, at the same altitude, but different airways. When the Convair was at the ATC sector boundary, the crew could barely hear the Marina controller who instructed them to contact Menhir control. The pilot erroneously thought he had to contact Menhir control when passing the Nantes VOR. In order to delay their arrival at the VOR the Convair crew twice tried to request permission to carry out a 360-degree turn. When they did not get any answer from Marina control, they initiated the turn without clearance. While in the midst of an overcast, the Convair collided with the DC-9. The CV-990 lost an outboard portion of its left wing and managed to carry out an emergency landing at Cognac-ChÃ¢teaubernard Air Base. The DC-9 lost control and crashed. The air traffic control system had been taken over that day by military personnel because of a strike of civilian controllers.",-1.553621,47.218371,Palma de Mallorca-London,39.5696005,2.6501603,51.5072178,-0.1275862
2634,1973-03-15,,"Hyderabad, India",Indian Airlines,,Training,HAL-748-224,VT-EAU,541,3,0,3,3,0.0,3.0,0,While turning and aligning to land the right wing tip struck power lines and a tree. The aircraft then hit a house and caught fire. Multiple errors by the instructor as well as the trainees due to being under the influence of  alcohol.,78.486671,17.385044, ,,,,
2635,1973-03-19,10:05:00,"Ben Me Thuot, South Vietnam",Air Vietnam (South Vietnam),,Saigon - Ban Me,Douglas C-54D,XV-NUI,22174,62,57,5,62,57.0,5.0,0,Crashed after an explosion in the cargo hold.,108.0382475,12.6661944,Saigon-Ban Me,10.8230989,106.6296638,47.4958763,-122.244824
2636,1973-04-10,10:13:00,"Near Basel,  Switzerland",Invicta International Airlines (UK),435,Bristol - Basel,Vickers Vanguard 952,G-AXOP,745,145,139,6,108,104.0,4.0,0,Crashed into a forest during a snowstorm. Malfunctioning navigation equipment. Navigational error by crew.,7.5885761,47.5595986,Bristol-Basel,51.454513,-2.58791,47.5595986,7.5885761
2637,1973-04-12,14:50:00,"Moffett AFB, California",Military - U.S. Navy / NASA,, ,Lockheed P-3C / Convair CV-990-30A-5,157332/N711NA,5547 / 1,17,0,17,16,0.0,16.0,0,"A Navy P-3C collided with a NASA research jet as it prepared to land at Moffett Naval Air Station. A ground controller mistakenly gave both planes permission to land on the same runway and the NASA plane settled on top of the P-3, 300 ft. off the ground. Both planes crashed onto a golf course. Five aboard the P-3 and 11 aboard the Convair were killed.",-122.0507824,37.4090755, ,,,,
2638,1973-04-18,,"Bamiyan, Afghanistan",Bakhtar Afghan Airlines,,Bamiyan - Kabul,de Havilland Canada DHC-6 Twin Otter 100,YA-GAT,111,19,16,3,4,2.0,2.0,0,The chartered American/Canadian tour group's plane crashed on takeoff.,67.8212104,34.8100067,Bamiyan-Kabul,34.8100067,67.8212104,34.5553494,69.207486
2639,1973-05-11,04:37:00,"Near Semipalatinsk, USSR",Aeroflot,6551,"	Tashkent, Uzbekistan - 	Novosibirsk, Russia",Ilyushin IL-18B,SSR-75687,189001202,61,55,8,61,55.0,8.0,0,The plane disintegrated during an emergency descent and crashed 84km from Semipalatins. Collision with a foreign object causing damage to the wing.,,,"	Tashkent, Uzbekistan-	Novosibirsk, Russia",41.2994958,69.2400734,54.9832693,82.8963831
2640,1973-05-18,09:38:00,"Chita, Siberia, USSR",Aeroflot,109,Moscow - Chita,Tupolev TU-104A,CCCP-42411,820303,81,72,9,81,72.0,9.0,0,The aircraft broke up at FL 300. Detonation of a bomb in the cabin being carried by a hijacker.,113.4711906,52.0515032,Moscow-Chita,55.755826,37.6173,52.0515032,113.4711906
2641,1973-05-19,15:00:00,"Svay Rieng, Cambodia",Cambodia Air,,Svay Rieng - Phnom Penh,Douglas C-47A,XW-TDM,10078,11,9,2,11,9.0,2.0,0,Crashed shortly after taking off after being hit by ground fire.,105.800951,11.0877866,Svay Rieng-Phnom Penh,11.0877866,105.800951,11.5563738,104.9282099
2642,1973-05-29,,"Near Rimouski, Prov. Quebec, Canada",Air GaspÃ©,, ,Douglas DC-3,CF-QBB,10081,4,1,3,4,1.0,3.0,0,"the crew failed to realize their altitude was too low when the plane struck a tree and crashed, 5 km southeast of Rimouski.",-68.5349704,48.4389803, ,,,,
2643,1973-05-31,21:58:00,"Near New Delhi, India",Indian Airlines,440,Madras - Delhi,Boeing B-737-2A8,VT-EAM,20486/279,65,58,7,48,43.0,5.0,0,The plane crashed and caught fire after hitting power lines during a landing attempt. The landing was made despite visibility below minima. Crew error.,77.2090212,28.6139391,Madras-Delhi,13.0826802,80.2707184,28.7040592,77.10249019999999
2644,1973-06-01,07:20:00,"Sao Luis, Brazil",Cruzeiro,,Belem - Sao Luis,Sud Aviation SE-210 Caravelle VIN,PP-PDX,126/127,23,16,7,23,16.0,7.0,0,"While on a go-around the aircraft attained a nose up attitude, stalled and crashed. Loss of power in the No.1 engine at a critical stage of the landing.",-44.2988947,-2.5306721,Belem-Sao Luis,-1.4563432,-48.501299,-2.5306721,-44.2988947
2645,1973-06-03,15:29:00,"Goussainville, France",Aeroflot,,Demonstration,Tupolev TU-144,CCCP-77102,2022-02-01 00:00:00,6,0,6,6,0.0,6.0,8,"During a steep climb at an airshow, the airplane was observed to level off very abruptly and then begin a dive. The plane broke apart and exploded before crashing into a residential area killing 8 people and seriously injuring 60 others. The pilot, possibly startled by a close encounter with a Mirage jet photographing the TU-144, overreacted causing a compressor stall. The aircraft then went into a dive and broke apart after the aircraft's design capacity was exceeded.",2.471236,49.03046699999999, ,,,,
2646,1973-06-09,,"Rio de Janeiro, Brazil",Varig,, ,Boeing 707-327C,PP-VLJ,19106/502,4,0,4,2,0.0,2.0,0,The cargo plane was making an instrument approach to Runway 14 with the speed brake lever at 45 degrees and inboard spoilers deactivated when it was noted that the spoiler switch cover was open. The captain or copilot then closed the spoiler switch cover and activated the inboard spoiler causing the aircraft to pitch down. The plane descended from a height of about 70 meters and struck approach lights.,-43.1728965,-22.9068467, ,,,,
2647,1973-06-20,22:47:00,"Near Puerto Vallarta, Mexico",Aeromexico,,Houston - Monterrey - Puerto Vallarta - Mexico City,McDonnell Douglas DC-9-15,XA-SOC,47100/153,27,22,5,27,22.0,5.0,0,"The aircraft hit high ground during an approach, 32 kms from the airport.",-105.2253316,20.653407,Houston-Mexico City,29.7604267,-95.3698028,19.4326077,-99.133208
2648,1973-06-30,13:39:00,"Amman, Jordan",Aeroflot,SU-512,"Amman, Jordan - Beirut, Lebanon - Yerevan, Armenia",Tupolev TU-134A,CCCP-65668,1351306,85,78,8,2,0.0,2.0,7,"The aircraft was not able to lift off during takeoff, overshot the runway and crashed into a house bursting into flames.",35.910635,31.9539494,"Amman, Jordan-Yerevan, Armenia",31.9539494,35.910635,40.1872023,44.515209
2649,1973-07-04,,"Near Shakhtyorsk, Russia",Aeroflot,,Yuzhno -Shakhtyorsk,Ilyushin IL-14,CCCP-91534,147001150,18,13,5,18,13.0,5.0,0,"Controlled flight into terrain, 53 km south of Shakhtyorsk. The crew descended below a safe altitude during the approach.",142.1034868,49.158604,Yuzhno -Shakhtyorsk,46.9640949,142.7284716,49.158604,142.1034868
2650,1973-07-09,19:53:00,"Nnear Kuybyshev, Russia",Aeroflot,5385,Kuibyshev - Simferopol,Tupolev TU-124V,CCCP-45062,4351407,61,54,7,2,2.0,0.0,0,Made a forced landing after experiencing engine failure. Complete destruction of turbine and due to a design and manufacturing defect.,50.1606382,53.203772,Kuibyshev-Simferopol,53.203772,50.1606382,44.952117,34.102417
2651,1973-07-11,14:03:00,"Paris, Orly Airport, France",Varig,820,Rio - de Janerio - Paris,Boeing B-707-345C,PP-VJZ,19106/683,134,117,17,123,116.0,7.0,0,Fire aboard the aircraft in the aft right toilet was reported and an emergency descent made. The plane was heavily damaged by fire before fire fighters could rescue passengers. Most fatalities were due to CO before rescuers could reach passengers. The fire started in the aft right toilet either from an electrical short or discarded cigarette.,2.3652422,48.7262321,Rio-Paris,-22.9068467,-43.1728965,48.856614,2.3522219
2652,1973-07-22,22:07:00,"Off Papeete, Tahiti",Pan American World Airways,816,"Auckland, NZ - Papeete, Tahiti - Honolulu - Los Angeles",Boeing B-707-321B,N417PA,18959/470,79,69,10,78,68.0,10.0,0,"The aircraft crashed 30 seconds after takeoff from Faaa Airport into the ocean. Cause unknown.  It is possible an instrument failure diverted the crews attention during a turn. The aircraft was named ""Clipper Winged Racer.""",-149.5677151,-17.5324608,"Auckland, NZ-Los Angeles",-36.85088270000001,174.7644881,34.0522342,-118.2436849
2653,1973-07-23,16:43:00,"St. Louis, Missouri",Ozark Air Lines,809,"Marion, IL - St. Louis",Fairchild-Hiller FH-227B,N4215,513,44,41,3,38,37.0,1.0,0,"The aircraft crashed after attempting to land in thunderstorms with heavy rain and high winds. After passing the outer marker, the aircraft descended below the glide slope, entered an area of heavy rain, was struck by lightning and crashed into the ground short of the runway. The aircraft's encounter with a downdraft following the captain's decision to initiate and continue an instrument approach into a thunderstorm. Lack of a timely issuance of a severe weather warning by the National Weather Service.",-90.19940419999999,38.6270025,"Marion, IL-St. Louis",37.7306054,-88.9331256,38.6270025,-90.19940419999999
2654,1973-07-24,07:08:00,"Honolulu, HI",Air Hawaii,,Honolulu - Lihue,Volpar C45G,N234JC,0,5,4,1,5,4.0,1.0,0,"The plane experienced engine faiure while taking off and crashed into the ocean. Fuel starvation. Rear auxillary tanks not serviced. Overloaded, improper center of gravity.",-157.8581401,21.3098845,Honolulu-Lihue,21.3098845,-157.8581401,21.9742235,-159.3672769
2655,1973-07-31,10:08:00,"Logan Airport, Boston, Massachusetts",Delta Air Lines,723,"Burlilngton, VT  - Boston, MA",McDonnell Douglas DC-9-31,N975NE,47075/166,89,83,6,89,83.0,6.0,0,The flight crashed into a seawall during ILS approach in adverse weather conditions. The failure of the flightcrew to monitor altitude and to recognize passage of the aircraft through the approach decision height during an unstabilized precision approach conducted in rapidly changing meteorological conditions. Poor positioning of the aircraft for an approach by ATC. Questionable information presented by the flight director.,-71.0095602,42.3656132,"Burlilngton, VT -Boston, MA",44.4758825,-73.21207199999999,42.3600825,-71.0588801
2656,1973-08-13,11:40:00,"Near La  CoruÃ±a, Spain",Aviaco Condor,118,Madrid - La CoruÃ±a,Sud-Aviation Caravelle 10-R,EC-BIC,225,85,79,6,85,79.0,6.0,1,"The aircraft experienced two missing landing attempts. On the third try, the crew tried to descent below minimum safe altitude to make visual contact with the ground. The right wing clipped trees and the aircraft crashed about 2 m from the runway. Attempting to land in meteorological conditions that were below minima.",-3.74922,40.46366700000001,Madrid-La CoruÃ±a,40.4167754,-3.7037902,,
2657,1973-08-15,14:50:00,"Don Don, Haiti",Private,,Port Au Prince - Cap Haitien,Norman BN-2A-6,N38JA,211,10,9,1,10,9.0,1.0,0,"While flying too low, the plane struck a mountain shrouded in clouds and located in Dondon, 21 km south of the airport. Controlled flight into terrain..",-72.2437813,19.5269646,Port Au Prince-Cap Haitien,18.594395,-72.3074326,19.7370362,-72.20676809999999
2658,1973-08-18,18:51:00,"Baku, Azerbaijan, USSR",Aeroflot,A-13,Baku - Aktau,Antonov AN-24V,CCCP-46435,87304305,64,60,4,56,54.0,2.0,0,Crashed after after attemping a return to the airport for an emergency landing. Left engine failure.,49.8670924,40.40926169999999,Baku-Aktau,40.40926169999999,49.8670924,43.65880790000001,51.1974563
2659,1973-08-22,11:40:00,"El Yopal, Colombia",AVIANCA,,Villavicencio - El Yopal,Douglas DC-3,HK-111,4105,17,14,3,16,13.0,3.0,0,Struck a hill in heavy fog. Flying VFR in IFR conditions.,-72.40052299999999,5.348903,Villavicencio-El Yopal,4.1491688,-73.6285475,5.348903,-72.40052299999999
2660,1973-08-27,12:45:00,"Bogota, Colombia",Aerocondor Colombia,,Bogota - Cartagena,Lockheed L-188A Electra,HK-777,1115,42,36,6,42,36.0,6.0,0,Crashed into El Cable Mountain after taking off in fog. Crew failed to follow departure procedures.,-74.072092,4.710988599999999,Bogota-Cartagena,4.710988599999999,-74.072092,10.3932277,-75.4832311
2661,1973-08-28,21:45:00,"Near Huete, Spain",Military - U.S. Air Force,,Athens - Madrid,Lockheed C-141A,63-8077,6008,25,17,8,24,17.0,7.0,0,"The aircraft was cleared to 5,000 ft. but descended to 3,000 ft. The plane hit a ridge became airborne, rolled over and crashed inverted into a ravine. The flying crew failed to follow approach procedures and descended to an unsafe altitude following a misinterpretation of the ATC clearance. A lack of crew coordination, a wrong planned approach and crew fatigue.",-2.6896893,40.1435735,Athens-Madrid,37.9838096,23.7275388,40.4167754,-3.7037902
2662,1973-08-28,20:50:00,"Thirty-five miles west of Los Angeles, California",Trans World Airlines,742,Honolulu - Los Angeles,Boeing B-707-331B,N8705T,18916/455,149,141,8,1,1.0,0.0,0,"The plane porpoised while descending to LAX. The aircraft was subjected to 2 minutes of peak acceleration forces of 2.4 g.  A combination of design tolerances in the aircraft's longitudinal control system which, under certain conditions, produced a critical relationship between control forces and aircraft response.",-118.2948708,34.0241461,Honolulu-Los Angeles,21.3098845,-157.8581401,34.0522342,-118.2436849
2663,1973-09-08,05:42:00,"King Cove, Alaska",World Airways,,Travis - Cold Bay - Yokota - Clark,McDonnell Douglas DC-8-63F,N802WA,46146,6,3,3,6,3.0,3.0,0,"Hit mountain at 3,500 ft., in level flight, 15.5 miles east of airport in fog. Improper IFR operation.  Descended below MSA in mountainous terrain. The captain's deviation from approved instrument approach procedures. As a result of the deviation the flight descended into an area of unreliable navigation signals and obstructing terrain.",-162.3130507,55.0593868,Travis-Clark,,,,
2664,1973-09-11,,"Moganik, Yugoslavia",JAT Yugoslav Airlines,,Skopje - Titograd,Aerospatiale Caravelle 6N,YU-AHD,151/149,41,35,6,41,35.0,6.0,0,"The aircraft struck Moganik Mountain at 6,300 ft., while descending. Controlled flight into terrain.",,,Skopje-Titograd,41.9981294,21.4254355,42.4304196,19.2593642
2665,1973-09-20,22:45:00,"Natchitoches, Louisiana",Private Charter,-,"Natchitoches, La - Dallas, TX",Beechcraft E18S,N50JR,BA-176,6,5,1,6,5.0,1.0,0,"The plane crashed into a tree 200 yards past the end of the runway while taking off  from Natchitoches, Louisiana Municipal Airport. A witness to the crash reported that the plane never seemed to gain any altitude. It scraped the top of a pecan tree, catching a wing and crashed to the ground. Pilot failed to see/avoid objects, obstructions. Pilot had severe coronary artery disease. Ran 3 miles from motel to airport.  May have had a heart attack. Singer Jim Croce, 30, killed.  Also killed were accompanist Maurice Muehleisen, publicist Kenny Cortese, road manager Dennis Rast, comedian George Stevens and pilot Robert Elliot. Croce's company had just completed a performance before a crowd of 2,000 at Northwest State University.",-93.08627489999999,31.7607195,"Natchitoches, La-Dallas, TX",31.7607195,-93.08627489999999,32.7766642,-96.79698789999999
2666,1973-09-27,19:52:00,"Rich Mountain, Arkansas",Texas International Airlines,655,Memphis - El Dorado - Texarkana - Dallas,Convair 600,N94230,56,11,8,3,11,8.0,3.0,0,"The aircraft flew100 miles off course and struck Black Fork Mountain, 600 feet below the summit of the peak, 91 miles North of Texarkana. Heavy thunderstorms were in the area at the time. The captain's attempt to operate the flight under VFR at night without using all the navigational aids and information available to him and his deviation from the pre-planned route without adequate positioning information.",-94.3371604,34.6906595,Memphis-Dallas,35.1495343,-90.0489801,32.7766642,-96.79698789999999
